Latticeparameter(angstrom)forAu,Potentialenergy(eV)forAu,Latticeparameterlinspace(angstrom)forAu,Fittedenergy(eV)curveforAu,Latticeparameter(angstrom)forminE_potforAu,MinimumE_pot(eV)forAu,Latticeparameter(angstrom)forPt,Potentialenergy(eV)forPt,Latticeparameterlinspace(angstrom)forPt,Fittedenergy(eV)curveforPt,Latticeparameter(angstrom)forminE_potforPt,MinimumE_pot(eV)forPt,Latticeparameter(angstrom)forRh,Potentialenergy(eV)forRh,Latticeparameterlinspace(angstrom)forRh,Fittedenergy(eV)curveforRh,Latticeparameter(angstrom)forminE_potforRh,MinimumE_pot(eV)forRh
,,4.159399999999999,-3.144851912956156,,,,,3.963399999999999,-6.433963463581875,,,,,3.834399999999999,-7.3069462201061555,,
,,4.1595,-3.144867033726385,,,,,3.9635,-6.433971987325961,,,,,3.8345,-7.3069533555738815,,
,,4.159599999999999,-3.144882068392832,,,,,3.9636,-6.433980372946053,,,,,3.8346,-7.30696035383589,,
,,4.159699999999999,-3.144897016955454,,,,,3.9636999999999993,-6.433988620442165,,,,,3.8346999999999993,-7.3069672148921825,,
,,4.159799999999999,-3.1449118794142947,,,,,3.9638,-6.433996729814254,,,,,3.8348,-7.306973938742743,,
,,4.1599,-3.144926655769339,,,,,3.9638999999999993,-6.434004701062364,,,,,3.8348999999999993,-7.306980525387601,,
,,4.159999999999999,-3.1449413460205733,,,,,3.964,-6.434012534186465,,,,,3.835,-7.306986974826728,,
,,4.160099999999999,-3.144955950167997,,,,,3.9640999999999993,-6.434020229186572,,,,,3.8350999999999993,-7.306993287060152,,
,,4.160199999999999,-3.144970468211639,,,,,3.9642,-6.4340277860626855,,,,,3.8352,-7.306999462087859,,
,,4.160299999999999,-3.1449849001514707,,,,,3.9642999999999993,-6.434035204814805,,,,,3.8352999999999993,-7.307005499909849,,
,,4.160399999999999,-3.1449992459875205,,,,,3.9644,-6.434042485442916,,,,,3.8354,-7.3070114005261075,,
,,4.160499999999999,-3.14501350571976,,,,,3.9644999999999992,-6.434049627947047,,,,,3.8354999999999992,-7.307017163936663,,
,,4.160599999999999,-3.1450276793482037,,,,,3.9646,-6.43405663232717,,,,,3.8356,-7.307022790141502,,
,,4.160699999999999,-3.1450417668728363,,,,,3.9646999999999992,-6.434063498583285,,,,,3.835699999999999,-7.307028279140624,,
,,4.160799999999999,-3.1450557682936875,,,,,3.9648,-6.43407022671542,,,,,3.8358,-7.307033630934029,,
,,4.160899999999999,-3.1450696836107284,,,,,3.964899999999999,-6.434076816723547,,,,,3.835899999999999,-7.307038845521703,,
,,4.160999999999999,-3.145083512823973,,,,,3.965,-6.434083268607694,,,,,3.836,-7.307043922903674,,
,,4.161099999999999,-3.145097255933422,,,,,3.965099999999999,-6.434089582367832,,,,,3.836099999999999,-7.307048863079927,,
,,4.161199999999999,-3.145110912939046,,,,,3.9652,-6.434095758003963,,,,,3.8362,-7.307053666050464,,
,,4.161299999999999,-3.1451244838409025,,,,,3.965299999999999,-6.4341017955161135,,,,,3.836299999999999,-7.307058331815284,,
,,4.161399999999999,-3.1451379686389487,,,,,3.9654,-6.434107694904256,,,,,3.8364,-7.307062860374387,,
,,4.161499999999999,-3.1451513673331988,,,,,3.965499999999999,-6.434113456168404,,,,,3.836499999999999,-7.307067251727773,,
,,4.161599999999999,-3.1451646799236386,,,,,3.9655999999999993,-6.434119079308559,,,,,3.8365999999999993,-7.307071505875442,,
,,4.161699999999999,-3.1451779064102965,,,,,3.965699999999999,-6.434124564324719,,,,,3.836699999999999,-7.307075622817393,,
,,4.161799999999999,-3.145191046793144,,,,,3.9657999999999993,-6.434129911216871,,,,,3.8367999999999993,-7.307079602553628,,
,,4.161899999999999,-3.145204101072196,,,,,3.965899999999999,-6.434135119985044,,,,,3.836899999999999,-7.307083445084146,,
,,4.161999999999999,-3.145217069247451,,,,,3.9659999999999993,-6.434140190629208,,,,,3.8369999999999993,-7.307087150408947,,
,,4.162099999999999,-3.145229951318896,,,,,3.9661,-6.434145123149364,,,,,3.8371,-7.3070907185280305,,
,,4.1622,-3.145242747286545,,,,,3.9661999999999993,-6.43414991754554,,,,,3.8371999999999993,-7.3070941494414114,,
,,4.162299999999999,-3.1452554571504123,,,,,3.9663,-6.434154573817708,,,,,3.8373,-7.307097443149061,,
,,4.162399999999999,-3.1452680809104407,,,,,3.9663999999999993,-6.434159091965896,,,,,3.8373999999999993,-7.307100599650994,,
,,4.162499999999999,-3.145280618566701,,,,,3.9665,-6.434163471990061,,,,,3.8375,-7.30710361894721,,
,,4.162599999999999,-3.145293070119152,,,,,3.9665999999999992,-6.434167713890247,,,,,3.8375999999999992,-7.307106501037722,,
,,4.162699999999999,-3.1453054355678063,,,,,3.9667,-6.434171817666439,,,,,3.8377,-7.307109245922504,,
,,4.162799999999999,-3.1453177149126645,,,,,3.966799999999999,-6.434175783318622,,,,,3.837799999999999,-7.307111853601569,,
,,4.162899999999999,-3.1453299081537267,,,,,3.9669,-6.434179610846812,,,,,3.8379,-7.307114324074931,,
,,4.162999999999999,-3.1453420152909928,,,,,3.966999999999999,-6.434183300251007,,,,,3.837999999999999,-7.307116657342561,,
,,4.163099999999999,-3.1453540363244485,,,,,3.9671,-6.434186851531209,,,,,3.8381,-7.307118853404489,,
,,4.163199999999999,-3.145365971254108,,,,,3.967199999999999,-6.434190264687402,,,,,3.838199999999999,-7.3071209122607,,
,,4.163299999999999,-3.145377820079972,,,,,3.9673,-6.434193539719601,,,,,3.8383,-7.30712283391118,,
,,4.163399999999999,-3.145389582802025,,,,,3.967399999999999,-6.434196676627806,,,,,3.838399999999999,-7.307124618355942,,
,,4.163499999999999,-3.1454012594202823,,,,,3.9675,-6.434199675412017,,,,,3.8385,-7.307126265595002,,
,,4.163599999999999,-3.145412849934744,,,,,3.967599999999999,-6.434202536072235,,,,,3.838599999999999,-7.307127775628331,,
,,4.163699999999999,-3.1454243543454083,,,,,3.9676999999999993,-6.434205258608444,,,,,3.8386999999999993,-7.307129148455957,,
,,4.163799999999999,-3.145435772652263,,,,,3.967799999999999,-6.434207843020658,,,,,3.838799999999999,-7.307130384077851,,
,,4.163899999999999,-3.145447104855336,,,,,3.9678999999999993,-6.434210289308879,,,,,3.8388999999999993,-7.307131482494043,,
,,4.163999999999999,-3.1454583509545984,,,,,3.967999999999999,-6.434212597473106,,,,,3.838999999999999,-7.307132443704503,,
,,4.164099999999999,-3.1454695109500648,,,,,3.9680999999999993,-6.434214767513325,,,,,3.8390999999999993,-7.307133267709261,,
,,4.164199999999999,-3.145480584841735,,,,,3.968199999999999,-6.434216799429564,,,,,3.839199999999999,-7.307133954508302,,
,,4.164299999999999,-3.145491572629595,,,,,3.9682999999999993,-6.434218693221794,,,,,3.8392999999999993,-7.307134504101612,,
,,4.164399999999999,-3.145502474313673,,,,,3.968399999999999,-6.434220448890031,,,,,3.839399999999999,-7.307134916489218,,
,,4.164499999999999,-3.145513289893941,,,,,3.9684999999999993,-6.434222066434259,,,,,3.8394999999999992,-7.307135191671108,,
,,4.164599999999999,-3.1455240193703986,,,,,3.9686,-6.434223545854508,,,,,3.8396,-7.307135329647266,,
,,4.164699999999999,-3.14553466274306,,,,,3.9686999999999992,-6.434224887150748,,,,,3.8396999999999992,-7.307135330417722,,
,,4.164799999999999,-3.14554522001194,,,,,3.9688,-6.434226090322994,,,,,3.8398,-7.307135193982461,,
,,4.164899999999999,-3.145555691177009,,,,,3.968899999999999,-6.434227155371247,,,,,3.839899999999999,-7.307134920341468,,
,,4.164999999999999,-3.145566076238282,,,,,3.969,-6.4342280822954905,,,,,3.84,-7.307134509494773,,
,,4.165099999999999,-3.145576375195759,,,,,3.969099999999999,-6.434228871095755,,,,,3.840099999999999,-7.307133961442361,,
,,4.165199999999999,-3.145586588049426,,,,,3.9692,-6.434229521772011,,,,,3.8402,-7.307133276184231,,
,,4.165299999999999,-3.1455967147993107,,,,,3.969299999999999,-6.434230034324273,,,,,3.840299999999999,-7.307132453720385,,
,,4.165399999999999,-3.1456067554453853,,,,,3.9694,-6.434230408752526,,,,,3.8404,-7.307131494050822,,
,,4.165499999999999,-3.145616709987664,,,,,3.969499999999999,-6.4342306450568,,,,,3.840499999999999,-7.307130397175541,,
,,4.165599999999999,-3.145626578426132,,,,,3.9696,-6.434230743237066,,,,,3.8405999999999993,-7.30712916309453,,
,,4.165699999999999,-3.145636360760818,,,,,3.969699999999999,-6.434230703293338,,,,,3.840699999999999,-7.307127791807815,,
,,4.165799999999999,-3.14564605699168,,,,,3.9697999999999993,-6.434230525225615,,,,,3.8407999999999993,-7.307126283315384,,
,,4.165899999999999,-3.14565566711876,,,,,3.969899999999999,-6.434230209033899,,,,,3.840899999999999,-7.307124637617235,,
,,4.165999999999999,-3.145665191142029,,,,,3.9699999999999993,-6.434229754718174,,,,,3.8409999999999993,-7.30712285471337,,
,,4.166099999999999,-3.145674629061517,,,,,3.970099999999999,-6.434229162278456,,,,,3.841099999999999,-7.3071209346037875,,
,,4.166199999999999,-3.1456839808771946,,,,,3.9701999999999993,-6.434228431714743,,,,,3.8411999999999993,-7.307118877288488,,
,,4.166299999999999,-3.145693246589076,,,,,3.970299999999999,-6.4342275630270365,,,,,3.841299999999999,-7.307116682767486,,
,,4.166399999999999,-3.145702426197161,,,,,3.9703999999999993,-6.434226556215322,,,,,3.8413999999999993,-7.307114351040752,,
,,4.166499999999999,-3.1457115197014502,,,,,3.970499999999999,-6.434225411279627,,,,,3.841499999999999,-7.307111882108302,,
,,4.166599999999999,-3.145720527101929,,,,,3.9705999999999992,-6.434224128219924,,,,,3.8415999999999992,-7.307109275970134,,
,,4.166699999999999,-3.145729448398612,,,,,3.970699999999999,-6.434222707036227,,,,,3.841699999999999,-7.30710653262625,,
,,4.166799999999999,-3.1457382835914984,,,,,3.970799999999999,-6.434221147728536,,,,,3.841799999999999,-7.307103652076663,,
,,4.166899999999999,-3.1457470326805748,,,,,3.970899999999999,-6.434219450296837,,,,,3.841899999999999,-7.307100634321344,,
,,4.166999999999999,-3.145755695665855,,,,,3.970999999999999,-6.434217614741144,,,,,3.841999999999999,-7.307097479360323,,
,,4.167099999999999,-3.145764272547339,,,,,3.9711,-6.434215641061456,,,,,3.8421,-7.30709418719357,,
,,4.167199999999999,-3.1457727633250414,,,,,3.971199999999999,-6.434213529257775,,,,,3.842199999999999,-7.307090757821101,,
,,4.167299999999999,-3.145781167998919,,,,,3.9713,-6.4342112793301,,,,,3.8423,-7.307087191242928,,
,,4.167399999999999,-3.145789486569015,,,,,3.971399999999999,-6.434208891278416,,,,,3.842399999999999,-7.307083487459025,,
,,4.167499999999999,-3.1457977190353006,,,,,3.9715,-6.434206365102739,,,,,3.8425,-7.307079646469404,,
,,4.167599999999999,-3.14580586539779,,,,,3.971599999999999,-6.434203700803067,,,,,3.842599999999999,-7.307075668274081,,
,,4.167699999999999,-3.1458139256564834,,,,,3.9716999999999993,-6.434200898379402,,,,,3.8426999999999993,-7.307071552873026,,
,,4.167799999999999,-3.1458218998113807,,,,,3.971799999999999,-6.434197957831742,,,,,3.842799999999999,-7.307067300266269,,
,,4.167899999999999,-3.145829787862468,,,,,3.9718999999999993,-6.434194879160074,,,,,3.8428999999999993,-7.30706291045378,,
,,4.167999999999999,-3.145837589809773,,,,,3.971999999999999,-6.434191662364412,,,,,3.842999999999999,-7.3070583834355745,,
,,4.168099999999999,-3.1458453056532534,,,,,3.9720999999999993,-6.434188307444757,,,,,3.8430999999999993,-7.307053719211666,,
,,4.168199999999999,-3.145852935392938,,,,,3.972199999999999,-6.434184814401107,,,,,3.843199999999999,-7.307048917782041,,
,,4.168299999999999,-3.1458604790288405,,,,,3.9722999999999993,-6.434181183233449,,,,,3.8432999999999993,-7.307043979146684,,
,,4.168399999999999,-3.1458679365609328,,,,,3.972399999999999,-6.434177413941796,,,,,3.843399999999999,-7.307038903305624,,
,,4.168499999999999,-3.145875307989229,,,,,3.9724999999999993,-6.43417350652615,,,,,3.8434999999999993,-7.307033690258834,,
,,4.168599999999999,-3.145882593313729,,,,,3.972599999999999,-6.43416946098651,,,,,3.843599999999999,-7.30702834000634,,
,,4.168699999999999,-3.145889792534433,,,,,3.9726999999999992,-6.434165277322876,,,,,3.8436999999999992,-7.307022852548116,,
,,4.168799999999999,-3.145896905651327,,,,,3.972799999999999,-6.4341609555352335,,,,,3.843799999999999,-7.307017227884188,,
,,4.168899999999999,-3.1459039326644245,,,,,3.972899999999999,-6.434156495623597,,,,,3.843899999999999,-7.307011466014543,,
,,4.168999999999999,-3.145910873573726,,,,,3.972999999999999,-6.434151897587967,,,,,3.843999999999999,-7.307005566939168,,
,,4.169099999999999,-3.1459177283792314,,,,,3.973099999999999,-6.434147161428342,,,,,3.844099999999999,-7.306999530658089,,
,,4.169199999999999,-3.1459244970809266,,,,,3.973199999999999,-6.434142287144709,,,,,3.844199999999999,-7.306993357171294,,
,,4.169299999999999,-3.1459311796788256,,,,,3.973299999999999,-6.434137274737097,,,,,3.844299999999999,-7.306987046478781,,
,,4.169399999999999,-3.1459377761729286,,,,,3.973399999999999,-6.434132124205462,,,,,3.844399999999999,-7.306980598580537,,
,,4.169499999999999,-3.1459442865632354,,,,,3.973499999999999,-6.434126835549861,,,,,3.844499999999999,-7.306974013476591,,
,,4.169599999999999,-3.145950710849732,,,,,3.9736,-6.434121408770238,,,,,3.8446,-7.306967291166927,,
,,4.169699999999999,-3.1459570490324467,,,,,3.973699999999999,-6.434115843866636,,,,,3.844699999999999,-7.306960431651547,,
,,4.169799999999999,-3.145963301111351,,,,,3.9737999999999993,-6.434110140839024,,,,,3.8447999999999993,-7.306953434930449,,
,,4.169899999999999,-3.1459694670864597,,,,,3.973899999999999,-6.434104299687405,,,,,3.844899999999999,-7.306946301003634,,
,,4.169999999999999,-3.1459755469577715,,,,,3.9739999999999993,-6.43409832041182,,,,,3.8449999999999993,-7.306939029871103,,
,,4.170099999999999,-3.1459815407252734,,,,,3.974099999999999,-6.434092203012199,,,,,3.845099999999999,-7.306931621532854,,
,,4.170199999999999,-3.145987448388979,,,,,3.9741999999999993,-6.434085947488626,,,,,3.8451999999999993,-7.306924075988888,,
,,4.170299999999999,-3.145993269948889,,,,,3.974299999999999,-6.434079553841016,,,,,3.845299999999999,-7.306916393239206,,
,,4.170399999999999,-3.145999005404988,,,,,3.9743999999999993,-6.434073022069441,,,,,3.8453999999999993,-7.306908573283806,,
,,4.170499999999999,-3.1460046547573057,,,,,3.974499999999999,-6.434066352173844,,,,,3.845499999999999,-7.306900616122704,,
,,4.170599999999999,-3.146010218005813,,,,,3.9745999999999992,-6.434059544154252,,,,,3.8455999999999992,-7.30689252175587,,
,,4.170699999999999,-3.146015695150524,,,,,3.974699999999999,-6.434052598010666,,,,,3.845699999999999,-7.306884290183319,,
,,4.170799999999999,-3.146021086191439,,,,,3.9747999999999992,-6.434045513743087,,,,,3.845799999999999,-7.306875921405052,,
,,4.170899999999999,-3.146026391128558,,,,,3.974899999999999,-6.434038291351513,,,,,3.845899999999999,-7.306867415421067,,
,,4.170999999999999,-3.1460316099618666,,,,,3.974999999999999,-6.434030930835945,,,,,3.845999999999999,-7.306858772231365,,
,,4.171099999999999,-3.146036742691379,,,,,3.975099999999999,-6.434023432196369,,,,,3.846099999999999,-7.306849991835946,,
,,4.171199999999999,-3.1460417893170955,,,,,3.975199999999999,-6.434015795432813,,,,,3.846199999999999,-7.306841074234811,,
,,4.171299999999999,-3.146046749839016,,,,,3.975299999999999,-6.4340080205452495,,,,,3.846299999999999,-7.306832019427972,,
,,4.171399999999998,-3.14605162425714,,,,,3.975399999999999,-6.434000107533677,,,,,3.846399999999999,-7.306822827415402,,
,,4.171499999999999,-3.14605641257144,,,,,3.975499999999999,-6.433992056398125,,,,,3.846499999999999,-7.306813498197116,,
,,4.171599999999999,-3.1460611147819577,,,,,3.975599999999999,-6.433983867138565,,,,,3.846599999999999,-7.306804031773112,,
,,4.171699999999999,-3.1460657308886795,,,,,3.975699999999999,-6.433975539755025,,,,,3.846699999999999,-7.306794428143405,,
,,4.171799999999998,-3.146070260891605,,,,,3.975799999999999,-6.433967074247462,,,,,3.846799999999999,-7.306784687307967,,
,,4.171899999999999,-3.1460747047907205,,,,,3.975899999999999,-6.43395847061592,,,,,3.846899999999999,-7.3067748092668126,,
,,4.171999999999999,-3.14607906258604,,,,,3.975999999999999,-6.433949728860384,,,,,3.846999999999999,-7.306764794019955,,
,,4.172099999999999,-3.146083334277563,,,,,3.9760999999999993,-6.433940848980839,,,,,3.8470999999999993,-7.306754641567366,,
,,4.172199999999999,-3.14608751986529,,,,,3.976199999999999,-6.433931830977301,,,,,3.847199999999999,-7.306744351909074,,
,,4.172299999999999,-3.146091619349221,,,,,3.9762999999999993,-6.433922674849768,,,,,3.8472999999999993,-7.306733925045052,,
,,4.172399999999999,-3.1460956327293417,,,,,3.976399999999999,-6.433913380598227,,,,,3.847399999999999,-7.306723360975326,,
,,4.172499999999999,-3.1460995600056663,,,,,3.9764999999999993,-6.4339039482227065,,,,,3.8474999999999993,-7.306712659699869,,
,,4.172599999999999,-3.1461034011781948,,,,,3.976599999999999,-6.433894377723178,,,,,3.847599999999999,-7.306701821218709,,
,,4.172699999999999,-3.1461071562468987,,,,,3.9766999999999992,-6.433884669099655,,,,,3.8476999999999992,-7.306690845531818,,
,,4.172799999999999,-3.146110825211835,,,,,3.976799999999999,-6.433874822352138,,,,,3.847799999999999,-7.306679732639225,,
,,4.172899999999999,-3.146114408072961,,,,,3.976899999999999,-6.433864837480613,,,,,3.847899999999999,-7.3066684825409,,
,,4.172999999999999,-3.146117904830291,,,,,3.976999999999999,-6.433854714485108,,,,,3.847999999999999,-7.306657095236872,,
,,4.173099999999999,-3.146121315483825,,,,,3.977099999999999,-6.4338444533655945,,,,,3.848099999999999,-7.306645570727113,,
,,4.173199999999999,-3.1461246400335483,,,,,3.977199999999999,-6.433834054122087,,,,,3.848199999999999,-7.306633909011651,,
,,4.173299999999999,-3.146127878479476,,,,,3.977299999999999,-6.433823516754572,,,,,3.848299999999999,-7.306622110090473,,
,,4.173399999999999,-3.146131030821607,,,,,3.977399999999999,-6.433812841263077,,,,,3.848399999999999,-7.306610173963563,,
,,4.173499999999999,-3.1461340970599423,,,,,3.977499999999999,-6.433802027647573,,,,,3.848499999999999,-7.30659810063095,,
,,4.173599999999999,-3.146137077194481,,,,,3.977599999999999,-6.433791075908076,,,,,3.848599999999999,-7.30658589009262,,
,,4.173699999999998,-3.1461399712252103,,,,,3.977699999999999,-6.433779986044584,,,,,3.848699999999999,-7.306573542348573,,
,,4.173799999999999,-3.146142779152129,,,,,3.977799999999999,-6.433768758057099,,,,,3.848799999999999,-7.306561057398795,,
,,4.173899999999999,-3.146145500975265,,,,,3.977899999999999,-6.433757391945605,,,,,3.848899999999999,-7.306548435243314,,
,,4.173999999999999,-3.146148136694606,,,,,3.977999999999999,-6.433745887710117,,,,,3.848999999999999,-7.306535675882117,,
,,4.174099999999998,-3.1461506863101363,,,,,3.978099999999999,-6.433734245350635,,,,,3.849099999999999,-7.306522779315216,,
,,4.174199999999999,-3.1461531498218847,,,,,3.978199999999999,-6.433722464867159,,,,,3.849199999999999,-7.30650974554257,,
,,4.174299999999999,-3.1461555272298227,,,,,3.978299999999999,-6.4337105462596895,,,,,3.849299999999999,-7.306496574564235,,
,,4.174399999999999,-3.1461578185339505,,,,,3.978399999999999,-6.433698489528211,,,,,3.849399999999999,-7.3064832663801695,,
,,4.174499999999998,-3.1461600237342964,,,,,3.978499999999999,-6.433686294672739,,,,,3.849499999999999,-7.306469820990372,,
,,4.174599999999999,-3.146162142830832,,,,,3.9785999999999992,-6.433673961693273,,,,,3.849599999999999,-7.306456238394873,,
,,4.174699999999999,-3.1461641758235714,,,,,3.978699999999999,-6.433661490589813,,,,,3.849699999999999,-7.306442518593656,,
,,4.174799999999999,-3.146166122712515,,,,,3.9787999999999992,-6.433648881362345,,,,,3.8497999999999992,-7.306428661586722,,
,,4.174899999999999,-3.146167983497662,,,,,3.978899999999999,-6.433636134010882,,,,,3.849899999999999,-7.306414667374071,,
,,4.174999999999999,-3.146169758178985,,,,,3.978999999999999,-6.433623248535426,,,,,3.849999999999999,-7.306400535955703,,
,,4.175099999999999,-3.14617144675654,,,,,3.979099999999999,-6.433610224935976,,,,,3.850099999999999,-7.306386267331632,,
,,4.175199999999999,-3.14617304923027,,,,,3.979199999999999,-6.433597063212531,,,,,3.850199999999999,-7.30637186150183,,
,,4.175299999999999,-3.14617456560022,,,,,3.979299999999999,-6.433583763365078,,,,,3.850299999999999,-7.306357318466311,,
,,4.175399999999999,-3.146175995866372,,,,,3.979399999999999,-6.433570325393632,,,,,3.850399999999999,-7.306342638225075,,
,,4.175499999999999,-3.1461773400287143,,,,,3.979499999999999,-6.433556749298191,,,,,3.850499999999999,-7.306327820778122,,
,,4.175599999999998,-3.1461785980872605,,,,,3.979599999999999,-6.433543035078756,,,,,3.850599999999999,-7.306312866125452,,
,,4.175699999999999,-3.1461797700420107,,,,,3.979699999999999,-6.433529182735313,,,,,3.850699999999999,-7.30629777426708,,
,,4.175799999999999,-3.1461808558929647,,,,,3.979799999999999,-6.43351519226789,,,,,3.850799999999999,-7.306282545202976,,
,,4.175899999999999,-3.1461818556401084,,,,,3.979899999999999,-6.433501063676459,,,,,3.850899999999999,-7.306267178933155,,
,,4.175999999999998,-3.146182769283456,,,,,3.979999999999999,-6.433486796961034,,,,,3.850999999999999,-7.306251675457617,,
,,4.176099999999999,-3.146183596822993,,,,,3.980099999999999,-6.433472392121601,,,,,3.851099999999999,-7.306236034776376,,
,,4.176199999999999,-3.146184338258749,,,,,3.980199999999999,-6.433457849158188,,,,,3.851199999999999,-7.306220256889404,,
,,4.176299999999999,-3.146184993590694,,,,,3.980299999999999,-6.433443168070767,,,,,3.851299999999999,-7.306204341796715,,
,,4.176399999999998,-3.1461855628188573,,,,,3.980399999999999,-6.433428348859351,,,,,3.851399999999999,-7.306188289498323,,
,,4.176499999999999,-3.1461860459432103,,,,,3.980499999999999,-6.433413391523942,,,,,3.851499999999999,-7.3061720999942,,
,,4.176599999999999,-3.146186442963767,,,,,3.980599999999999,-6.433398296064524,,,,,3.851599999999999,-7.30615577328436,,
,,4.176699999999999,-3.1461867538805137,,,,,3.980699999999999,-6.433383062481127,,,,,3.851699999999999,-7.306139309368817,,
,,4.176799999999998,-3.1461869786934784,,,,,3.980799999999999,-6.433367690773721,,,,,3.851799999999999,-7.306122708247543,,
,,4.176899999999999,-3.146187117402633,,,,,3.980899999999999,-6.433352180942322,,,,,3.851899999999999,-7.306105969920566,,
,,4.176999999999999,-3.146187170007991,,,,,3.980999999999999,-6.433336532986928,,,,,3.851999999999999,-7.306089094387858,,
,,4.177099999999999,-3.146187136509539,,,,,3.981099999999999,-6.433320746907526,,,,,3.852099999999999,-7.306072081649447,,
,,4.177199999999999,-3.146187016907305,,,,,3.981199999999999,-6.43330482270413,,,,,3.852199999999999,-7.306054931705304,,
,,4.177299999999999,-3.1461868112012468,,,,,3.981299999999999,-6.433288760376755,,,,,3.852299999999999,-7.30603764455546,,
,,4.177399999999999,-3.1461865193914065,,,,,3.981399999999999,-6.433272559925356,,,,,3.852399999999999,-7.306020220199898,,
,,4.177499999999998,-3.14618614147777,,,,,3.981499999999999,-6.433256221349978,,,,,3.852499999999999,-7.306002658638619,,
,,4.177599999999999,-3.1461856774603234,,,,,3.981599999999999,-6.433239744650606,,,,,3.852599999999999,-7.305984959871608,,
,,4.177699999999999,-3.146185127339095,,,,,3.981699999999999,-6.433223129827226,,,,,3.852699999999999,-7.305967123898895,,
,,4.177799999999999,-3.146184491114056,,,,,3.981799999999999,-6.433206376879852,,,,,3.852799999999999,-7.3059491507204655,,
,,4.177899999999998,-3.146183768785221,,,,,3.981899999999999,-6.4331894858084695,,,,,3.852899999999999,-7.3059310403363185,,
,,4.177999999999999,-3.146182960352576,,,,,3.981999999999999,-6.433172456613107,,,,,3.852999999999999,-7.305912792746454,,
,,4.178099999999999,-3.146182065816149,,,,,3.982099999999999,-6.433155289293737,,,,,3.853099999999999,-7.305894407950859,,
,,4.178199999999999,-3.146181085175911,,,,,3.982199999999999,-6.433137983850386,,,,,3.853199999999999,-7.305875885949561,,
,,4.178299999999998,-3.1461800184318776,,,,,3.982299999999999,-6.433120540283014,,,,,3.853299999999999,-7.305857226742546,,
,,4.178399999999999,-3.1461788655840337,,,,,3.982399999999999,-6.433102958591661,,,,,3.853399999999999,-7.305838430329814,,
,,4.178499999999999,-3.1461776266323938,,,,,3.982499999999999,-6.433085238776314,,,,,3.853499999999999,-7.305819496711365,,
,,4.178599999999999,-3.146176301576972,,,,,3.982599999999999,-6.43306738083696,,,,,3.853599999999999,-7.305800425887185,,
,,4.178699999999998,-3.14617489041774,,,,,3.982699999999999,-6.433049384773611,,,,,3.853699999999999,-7.305781217857302,,
,,4.178799999999999,-3.146173393154712,,,,,3.982799999999999,-6.433031250586268,,,,,3.853799999999999,-7.305761872621701,,
,,4.178899999999999,-3.146171809787873,,,,,3.982899999999999,-6.433012978274931,,,,,3.853899999999999,-7.305742390180384,,
,,4.178999999999999,-3.1461701403172526,,,,,3.982999999999999,-6.432994567839586,,,,,3.853999999999999,-7.30572277053335,,
,,4.179099999999998,-3.146168384742822,,,,,3.983099999999999,-6.432976019280247,,,,,3.854099999999999,-7.305703013680599,,
,,4.179199999999999,-3.146166543064595,,,,,3.983199999999999,-6.432957332596914,,,,,3.854199999999999,-7.305683119622131,,
,,4.179299999999999,-3.146164615282572,,,,,3.983299999999999,-6.432938507789586,,,,,3.854299999999999,-7.305663088357946,,
,,4.1793999999999984,-3.146162601396739,,,,,3.983399999999999,-6.432919544858265,,,,,3.854399999999999,-7.305642919888044,,
,,4.179499999999999,-3.1461605014071097,,,,,3.983499999999999,-6.432900443802936,,,,,3.854499999999999,-7.305622614212424,,
,,4.179599999999999,-3.14615831531367,,,,,3.983599999999999,-6.432881204623612,,,,,3.854599999999999,-7.305602171331088,,
,,4.179699999999999,-3.1461560431164486,,,,,3.983699999999999,-6.432861827320295,,,,,3.854699999999999,-7.305581591244035,,
,,4.179799999999998,-3.146153684815431,,,,,3.983799999999999,-6.432842311892983,,,,,3.854799999999999,-7.305560873951279,,
,,4.179899999999999,-3.146151240410603,,,,,3.983899999999999,-6.432822658341664,,,,,3.854899999999999,-7.305540019452792,,
,,4.179999999999999,-3.146148709901979,,,,,3.983999999999999,-6.43280286666635,,,,,3.854999999999999,-7.305519027748588,,
,,4.180099999999999,-3.146146093289559,,,,,3.984099999999999,-6.432782936867042,,,,,3.855099999999999,-7.305497898838666,,
,,4.180199999999998,-3.146143390573343,,,,,3.984199999999999,-6.43276286894374,,,,,3.855199999999999,-7.305476632723028,,
,,4.180299999999999,-3.1461406017533307,,,,,3.984299999999999,-6.432742662896445,,,,,3.855299999999999,-7.305455229401687,,
,,4.180399999999999,-3.146137726829508,,,,,3.984399999999999,-6.4327223187251406,,,,,3.855399999999999,-7.305433688874615,,
,,4.180499999999999,-3.146134765801889,,,,,3.984499999999999,-6.4327018364298425,,,,,3.855499999999999,-7.305412011141826,,
,,4.180599999999998,-3.1461317186704747,,,,,3.984599999999999,-6.43268121601055,,,,,3.855599999999999,-7.305390196203334,,
,,4.180699999999999,-3.1461285854352354,,,,,3.984699999999999,-6.432660457467264,,,,,3.855699999999999,-7.30536824405911,,
,,4.180799999999999,-3.1461253660962285,,,,,3.984799999999999,-6.432639560799984,,,,,3.855799999999999,-7.30534615470917,,
,,4.180899999999999,-3.1461220606534117,,,,,3.984899999999999,-6.432618526008696,,,,,3.855899999999999,-7.305323928153527,,
