Step number, E_T (atomic units), Number of walkers
4.78000000e+02, 3.08803836e-01, 2.75000000e+02
4.79000000e+02, 3.08470725e-01, 2.75000000e+02
4.80000000e+02, 3.09959806e-01, 2.74000000e+02
4.81000000e+02, 3.09631878e-01, 2.74000000e+02
4.82000000e+02, 3.12967652e-01, 2.72000000e+02
4.83000000e+02, 3.12648684e-01, 2.72000000e+02
4.84000000e+02, 3.16020431e-01, 2.70000000e+02
4.85000000e+02, 3.15710405e-01, 2.70000000e+02
4.86000000e+02, 3.15401019e-01, 2.70000000e+02
4.87000000e+02, 3.13243839e-01, 2.71000000e+02
4.88000000e+02, 3.14780359e-01, 2.70000000e+02
4.89000000e+02, 3.14472874e-01, 2.70000000e+02
4.90000000e+02, 3.14166019e-01, 2.70000000e+02
4.91000000e+02, 3.13859790e-01, 2.70000000e+02
4.92000000e+02, 3.15409474e-01, 2.69000000e+02
4.93000000e+02, 3.13252971e-01, 2.70000000e+02
4.94000000e+02, 3.14803895e-01, 2.69000000e+02
4.95000000e+02, 3.16366100e-01, 2.68000000e+02
4.96000000e+02, 3.17939636e-01, 2.67000000e+02
4.97000000e+02, 3.17648374e-01, 2.67000000e+02
4.98000000e+02, 3.17357699e-01, 2.67000000e+02
4.99000000e+02, 3.17067607e-01, 2.67000000e+02
5.00000000e+02, 3.14908936e-01, 2.68000000e+02
5.01000000e+02, 3.14616266e-01, 2.68000000e+02
5.02000000e+02, 3.14324181e-01, 2.68000000e+02
5.03000000e+02, 3.15901838e-01, 2.67000000e+02
5.04000000e+02, 3.17490805e-01, 2.66000000e+02
5.05000000e+02, 3.17207889e-01, 2.66000000e+02
5.06000000e+02, 3.18808775e-01, 2.65000000e+02
5.07000000e+02, 3.18530700e-01, 2.65000000e+02
5.08000000e+02, 3.20143534e-01, 2.64000000e+02
5.09000000e+02, 3.21767810e-01, 2.63000000e+02
5.10000000e+02, 3.21498815e-01, 2.63000000e+02
5.11000000e+02, 3.21230348e-01, 2.63000000e+02
5.12000000e+02, 3.19064871e-01, 2.64000000e+02
5.13000000e+02, 3.16903384e-01, 2.65000000e+02
5.14000000e+02, 3.20417000e-01, 2.63000000e+02
5.15000000e+02, 3.18253087e-01, 2.64000000e+02
5.16000000e+02, 3.21785841e-01, 2.62000000e+02
5.17000000e+02, 3.21524187e-01, 2.62000000e+02
5.18000000e+02, 3.21263039e-01, 2.62000000e+02
5.19000000e+02, 3.21002395e-01, 2.62000000e+02
5.20000000e+02, 3.20742253e-01, 2.62000000e+02
5.21000000e+02, 3.22394660e-01, 2.61000000e+02
5.22000000e+02, 3.25985359e-01, 2.59000000e+02
5.23000000e+02, 3.27671982e-01, 2.58000000e+02
5.24000000e+02, 3.27428538e-01, 2.58000000e+02
5.25000000e+02, 3.27185559e-01, 2.58000000e+02
5.26000000e+02, 3.26943043e-01, 2.58000000e+02
5.27000000e+02, 3.26700987e-01, 2.58000000e+02
5.28000000e+02, 3.28401141e-01, 2.57000000e+02
5.29000000e+02, 3.28163680e-01, 2.57000000e+02
5.30000000e+02, 3.25984918e-01, 2.58000000e+02
5.31000000e+02, 3.29635760e-01, 2.56000000e+02
5.32000000e+02, 3.25512242e-01, 2.58000000e+02
5.33000000e+02, 3.27214666e-01, 2.57000000e+02
5.34000000e+02, 3.26979433e-01, 2.57000000e+02
5.35000000e+02, 3.28693960e-01, 2.56000000e+02
5.36000000e+02, 3.34357228e-01, 2.53000000e+02
5.37000000e+02, 3.36118145e-01, 2.52000000e+02
5.38000000e+02, 3.39887042e-01, 2.50000000e+02
5.39000000e+02, 3.39679659e-01, 2.50000000e+02
5.40000000e+02, 3.39472661e-01, 2.50000000e+02
5.41000000e+02, 3.39266047e-01, 2.50000000e+02
5.42000000e+02, 3.39059815e-01, 2.50000000e+02
5.43000000e+02, 3.40857973e-01, 2.49000000e+02
5.44000000e+02, 3.38652180e-01, 2.50000000e+02
5.45000000e+02, 3.40451096e-01, 2.49000000e+02
5.46000000e+02, 3.42262129e-01, 2.48000000e+02
5.47000000e+02, 3.44085346e-01, 2.47000000e+02
5.48000000e+02, 3.41872206e-01, 2.48000000e+02
5.49000000e+02, 3.41675936e-01, 2.48000000e+02
5.50000000e+02, 3.41480024e-01, 2.48000000e+02
5.51000000e+02, 3.39272393e-01, 2.49000000e+02
5.52000000e+02, 3.39073541e-01, 2.49000000e+02
5.53000000e+02, 3.40887124e-01, 2.48000000e+02
5.54000000e+02, 3.42712833e-01, 2.47000000e+02
5.55000000e+02, 3.46587399e-01, 2.45000000e+02
5.56000000e+02, 3.48449562e-01, 2.44000000e+02
5.57000000e+02, 3.50324130e-01, 2.43000000e+02
5.58000000e+02, 3.50149315e-01, 2.43000000e+02
5.59000000e+02, 3.52036672e-01, 2.42000000e+02
5.60000000e+02, 3.53936567e-01, 2.41000000e+02
5.61000000e+02, 3.51699671e-01, 2.42000000e+02
5.62000000e+02, 3.51529778e-01, 2.42000000e+02
5.63000000e+02, 3.53430583e-01, 2.41000000e+02
5.64000000e+02, 3.53264971e-01, 2.41000000e+02
5.65000000e+02, 3.53099652e-01, 2.41000000e+02
5.66000000e+02, 3.50864229e-01, 2.42000000e+02
5.67000000e+02, 3.46580587e-01, 2.44000000e+02
5.68000000e+02, 3.42323578e-01, 2.46000000e+02
5.69000000e+02, 3.42141348e-01, 2.46000000e+02
5.70000000e+02, 3.41959437e-01, 2.46000000e+02
5.71000000e+02, 3.41777846e-01, 2.46000000e+02
5.72000000e+02, 3.45678228e-01, 2.44000000e+02
5.73000000e+02, 3.41422752e-01, 2.46000000e+02
5.74000000e+02, 3.41242111e-01, 2.46000000e+02
5.75000000e+02, 3.39033385e-01, 2.47000000e+02
5.76000000e+02, 3.38849845e-01, 2.47000000e+02
5.77000000e+02, 3.38666624e-01, 2.47000000e+02
5.78000000e+02, 3.40512120e-01, 2.46000000e+02
5.79000000e+02, 3.40333042e-01, 2.46000000e+02
5.80000000e+02, 3.44235929e-01, 2.44000000e+02
5.81000000e+02, 3.44064506e-01, 2.44000000e+02
5.82000000e+02, 3.43893377e-01, 2.44000000e+02
5.83000000e+02, 3.43722543e-01, 2.44000000e+02
5.84000000e+02, 3.43552002e-01, 2.44000000e+02
5.85000000e+02, 3.41336761e-01, 2.45000000e+02
5.86000000e+02, 3.45261691e-01, 2.43000000e+02
5.87000000e+02, 3.43042136e-01, 2.44000000e+02
5.88000000e+02, 3.42872757e-01, 2.44000000e+02
5.89000000e+02, 3.42703666e-01, 2.44000000e+02
5.90000000e+02, 3.42534862e-01, 2.44000000e+02
5.91000000e+02, 3.42366344e-01, 2.44000000e+02
5.92000000e+02, 3.46313362e-01, 2.42000000e+02
5.93000000e+02, 3.46152365e-01, 2.42000000e+02
5.94000000e+02, 3.43929781e-01, 2.43000000e+02
5.95000000e+02, 3.41712464e-01, 2.44000000e+02
5.96000000e+02, 3.43598753e-01, 2.43000000e+02
5.97000000e+02, 3.43435377e-01, 2.43000000e+02
5.98000000e+02, 3.43272275e-01, 2.43000000e+02
5.99000000e+02, 3.43109445e-01, 2.43000000e+02
6.00000000e+02, 3.47079143e-01, 2.41000000e+02
6.01000000e+02, 3.46923743e-01, 2.41000000e+02
6.02000000e+02, 3.48847607e-01, 2.40000000e+02
6.03000000e+02, 3.46617172e-01, 2.41000000e+02
6.04000000e+02, 3.44392149e-01, 2.42000000e+02
6.05000000e+02, 3.44234351e-01, 2.42000000e+02
6.06000000e+02, 3.46147210e-01, 2.41000000e+02
6.07000000e+02, 3.43922952e-01, 2.42000000e+02
6.08000000e+02, 3.45836330e-01, 2.41000000e+02
6.09000000e+02, 3.41550720e-01, 2.43000000e+02
6.10000000e+02, 3.47602092e-01, 2.40000000e+02
6.11000000e+02, 3.47452648e-01, 2.40000000e+02
6.12000000e+02, 3.45224444e-01, 2.41000000e+02
6.13000000e+02, 3.45072091e-01, 2.41000000e+02
6.14000000e+02, 3.46998992e-01, 2.40000000e+02
6.15000000e+02, 3.48938208e-01, 2.39000000e+02
6.16000000e+02, 3.44626683e-01, 2.41000000e+02
6.17000000e+02, 3.40343064e-01, 2.43000000e+02
6.18000000e+02, 3.36086865e-01, 2.45000000e+02
6.19000000e+02, 3.40021057e-01, 2.43000000e+02
6.20000000e+02, 3.37810361e-01, 2.44000000e+02
6.21000000e+02, 3.37649997e-01, 2.44000000e+02
6.22000000e+02, 3.39543283e-01, 2.43000000e+02
6.23000000e+02, 3.39386736e-01, 2.43000000e+02
6.24000000e+02, 3.39230441e-01, 2.43000000e+02
6.25000000e+02, 3.37021005e-01, 2.44000000e+02
6.26000000e+02, 3.38915315e-01, 2.43000000e+02
6.27000000e+02, 3.38759769e-01, 2.43000000e+02
6.28000000e+02, 3.42736726e-01, 2.41000000e+02
6.29000000e+02, 3.42588255e-01, 2.41000000e+02
6.30000000e+02, 3.42440020e-01, 2.41000000e+02
6.31000000e+02, 3.40221624e-01, 2.42000000e+02
6.32000000e+02, 3.40070577e-01, 2.42000000e+02
6.33000000e+02, 3.39919770e-01, 2.42000000e+02
6.34000000e+02, 3.41839597e-01, 2.41000000e+02
6.35000000e+02, 3.37560277e-01, 2.43000000e+02
6.36000000e+02, 3.37406935e-01, 2.43000000e+02
6.37000000e+02, 3.39315693e-01, 2.42000000e+02
6.38000000e+02, 3.39166069e-01, 2.42000000e+02
6.39000000e+02, 3.39016680e-01, 2.42000000e+02
6.40000000e+02, 3.34752275e-01, 2.44000000e+02
6.41000000e+02, 3.34596923e-01, 2.44000000e+02
6.42000000e+02, 3.34441813e-01, 2.44000000e+02
6.43000000e+02, 3.36340336e-01, 2.43000000e+02
6.44000000e+02, 3.34135511e-01, 2.44000000e+02
6.45000000e+02, 3.36034515e-01, 2.43000000e+02
6.46000000e+02, 3.37945409e-01, 2.42000000e+02
6.47000000e+02, 3.39868266e-01, 2.41000000e+02
6.48000000e+02, 3.41803160e-01, 2.40000000e+02
6.49000000e+02, 3.41662480e-01, 2.40000000e+02
6.50000000e+02, 3.41522017e-01, 2.40000000e+02
6.51000000e+02, 3.43469455e-01, 2.39000000e+02
6.52000000e+02, 3.41244944e-01, 2.40000000e+02
6.53000000e+02, 3.49508686e-01, 2.36000000e+02
6.54000000e+02, 3.49381953e-01, 2.36000000e+02
6.55000000e+02, 3.51378558e-01, 2.35000000e+02
6.56000000e+02, 3.53387652e-01, 2.34000000e+02
6.57000000e+02, 3.55409315e-01, 2.33000000e+02
6.58000000e+02, 3.55293089e-01, 2.33000000e+02
6.59000000e+02, 3.55177040e-01, 2.33000000e+02
6.60000000e+02, 3.57211707e-01, 2.32000000e+02
6.61000000e+02, 3.57099268e-01, 2.32000000e+02
6.62000000e+02, 3.56986999e-01, 2.32000000e+02
6.63000000e+02, 3.56874899e-01, 2.32000000e+02
6.64000000e+02, 3.58922799e-01, 2.31000000e+02
6.65000000e+02, 3.58814290e-01, 2.31000000e+02
6.66000000e+02, 3.56546113e-01, 2.32000000e+02
6.67000000e+02, 3.58594517e-01, 2.31000000e+02
6.68000000e+02, 3.58486496e-01, 2.31000000e+02
6.69000000e+02, 3.58378636e-01, 2.31000000e+02
6.70000000e+02, 3.56111107e-01, 2.32000000e+02
6.71000000e+02, 3.56000346e-01, 2.32000000e+02
6.72000000e+02, 3.55889750e-01, 2.32000000e+02
6.73000000e+02, 3.55779318e-01, 2.32000000e+02
6.74000000e+02, 3.59998082e-01, 2.30000000e+02
6.75000000e+02, 3.62073054e-01, 2.29000000e+02
6.76000000e+02, 3.59794102e-01, 2.30000000e+02
6.77000000e+02, 3.59690727e-01, 2.30000000e+02
6.78000000e+02, 3.59587506e-01, 2.30000000e+02
6.79000000e+02, 3.61663089e-01, 2.29000000e+02
6.80000000e+02, 3.63751568e-01, 2.28000000e+02
6.81000000e+02, 3.63655223e-01, 2.28000000e+02
6.82000000e+02, 3.63559021e-01, 2.28000000e+02
6.83000000e+02, 3.61274772e-01, 2.29000000e+02
6.84000000e+02, 3.63363834e-01, 2.28000000e+02
6.85000000e+02, 3.65465859e-01, 2.27000000e+02
6.86000000e+02, 3.67580935e-01, 2.26000000e+02
6.87000000e+02, 3.69709154e-01, 2.25000000e+02
6.88000000e+02, 3.71850606e-01, 2.24000000e+02
6.89000000e+02, 3.71768245e-01, 2.24000000e+02
6.90000000e+02, 3.71686004e-01, 2.24000000e+02
6.91000000e+02, 3.73841022e-01, 2.23000000e+02
6.92000000e+02, 3.71525116e-01, 2.24000000e+02
6.93000000e+02, 3.71443231e-01, 2.24000000e+02
6.94000000e+02, 3.71361464e-01, 2.24000000e+02
6.95000000e+02, 3.73516956e-01, 2.23000000e+02
6.96000000e+02, 3.75685838e-01, 2.22000000e+02
6.97000000e+02, 3.75610867e-01, 2.22000000e+02
6.98000000e+02, 3.75536003e-01, 2.22000000e+02
6.99000000e+02, 3.75461246e-01, 2.22000000e+02
7.00000000e+02, 3.77643937e-01, 2.21000000e+02
7.01000000e+02, 3.79840197e-01, 2.20000000e+02
7.02000000e+02, 3.77504637e-01, 2.21000000e+02
7.03000000e+02, 3.77433522e-01, 2.21000000e+02
7.04000000e+02, 3.77362509e-01, 2.21000000e+02
7.05000000e+02, 3.79559173e-01, 2.20000000e+02
7.06000000e+02, 3.81769486e-01, 2.19000000e+02
7.07000000e+02, 3.81705212e-01, 2.19000000e+02
7.08000000e+02, 3.81641029e-01, 2.19000000e+02
7.09000000e+02, 3.79299029e-01, 2.20000000e+02
7.10000000e+02, 3.81509723e-01, 2.19000000e+02
7.11000000e+02, 3.81445811e-01, 2.19000000e+02
7.12000000e+02, 3.79104081e-01, 2.20000000e+02
7.13000000e+02, 3.81315058e-01, 2.19000000e+02
7.14000000e+02, 3.83539749e-01, 2.18000000e+02
7.15000000e+02, 3.83479401e-01, 2.18000000e+02
7.16000000e+02, 3.81130803e-01, 2.19000000e+02
7.17000000e+02, 3.76521941e-01, 2.21000000e+02
7.18000000e+02, 3.76452314e-01, 2.21000000e+02
7.19000000e+02, 3.80928270e-01, 2.19000000e+02
7.20000000e+02, 3.78587250e-01, 2.20000000e+02
7.21000000e+02, 3.80798971e-01, 2.19000000e+02
7.22000000e+02, 3.78458126e-01, 2.20000000e+02
7.23000000e+02, 3.78392122e-01, 2.20000000e+02
7.24000000e+02, 3.73801291e-01, 2.22000000e+02
7.25000000e+02, 3.73729219e-01, 2.22000000e+02
7.26000000e+02, 3.71410052e-01, 2.23000000e+02
7.27000000e+02, 3.73582278e-01, 2.22000000e+02
7.28000000e+02, 3.73510504e-01, 2.22000000e+02
7.29000000e+02, 3.75696168e-01, 2.21000000e+02
7.30000000e+02, 3.77895265e-01, 2.20000000e+02
7.31000000e+02, 3.77829984e-01, 2.20000000e+02
7.32000000e+02, 3.77764792e-01, 2.20000000e+02
7.33000000e+02, 3.77699689e-01, 2.20000000e+02
7.34000000e+02, 3.77634676e-01, 2.20000000e+02
7.35000000e+02, 3.73044833e-01, 2.22000000e+02
7.36000000e+02, 3.72973839e-01, 2.22000000e+02
7.37000000e+02, 3.70655748e-01, 2.23000000e+02
7.38000000e+02, 3.70581898e-01, 2.23000000e+02
7.39000000e+02, 3.72755343e-01, 2.22000000e+02
7.40000000e+02, 3.70437540e-01, 2.23000000e+02
7.41000000e+02, 3.74868524e-01, 2.21000000e+02
7.42000000e+02, 3.74801152e-01, 2.21000000e+02
7.43000000e+02, 3.77001449e-01, 2.20000000e+02
7.44000000e+02, 3.76937310e-01, 2.20000000e+02
7.45000000e+02, 3.76873258e-01, 2.20000000e+02
7.46000000e+02, 3.76809291e-01, 2.20000000e+02
7.47000000e+02, 3.79023318e-01, 2.19000000e+02
7.48000000e+02, 3.78962572e-01, 2.19000000e+02
7.49000000e+02, 3.81190241e-01, 2.18000000e+02
7.50000000e+02, 3.78844379e-01, 2.19000000e+02
7.51000000e+02, 3.76505968e-01, 2.20000000e+02
7.52000000e+02, 3.78720421e-01, 2.19000000e+02
7.53000000e+02, 3.80948412e-01, 2.18000000e+02
7.54000000e+02, 3.80891190e-01, 2.18000000e+02
7.55000000e+02, 3.80834042e-01, 2.18000000e+02
7.56000000e+02, 3.85385299e-01, 2.16000000e+02
7.57000000e+02, 3.85334399e-01, 2.16000000e+02
7.58000000e+02, 3.85283566e-01, 2.16000000e+02
7.59000000e+02, 3.87552990e-01, 2.15000000e+02
7.60000000e+02, 3.85185158e-01, 2.16000000e+02
7.61000000e+02, 3.85134525e-01, 2.16000000e+02
7.62000000e+02, 3.85083960e-01, 2.16000000e+02
7.63000000e+02, 3.92026581e-01, 2.13000000e+02
7.64000000e+02, 3.91985313e-01, 2.13000000e+02
7.65000000e+02, 3.91944100e-01, 2.13000000e+02
7.66000000e+02, 3.89561015e-01, 2.14000000e+02
7.67000000e+02, 3.87185845e-01, 2.15000000e+02
7.68000000e+02, 3.87138700e-01, 2.15000000e+02
7.69000000e+02, 3.89422622e-01, 2.14000000e+02
7.70000000e+02, 3.94073501e-01, 2.12000000e+02
7.71000000e+02, 3.96399735e-01, 2.11000000e+02
7.72000000e+02, 4.01126954e-01, 2.09000000e+02
7.73000000e+02, 4.01098446e-01, 2.09000000e+02
7.74000000e+02, 3.98683335e-01, 2.10000000e+02
7.75000000e+02, 3.96276515e-01, 2.11000000e+02
7.76000000e+02, 3.96241973e-01, 2.11000000e+02
7.77000000e+02, 3.96207475e-01, 2.11000000e+02
7.78000000e+02, 3.98548323e-01, 2.10000000e+02
7.79000000e+02, 4.00903606e-01, 2.09000000e+02
7.80000000e+02, 4.00875354e-01, 2.09000000e+02
7.81000000e+02, 4.00847138e-01, 2.09000000e+02
7.82000000e+02, 4.03217044e-01, 2.08000000e+02
7.83000000e+02, 4.00793881e-01, 2.09000000e+02
7.84000000e+02, 4.03163859e-01, 2.08000000e+02
7.85000000e+02, 4.00740760e-01, 2.09000000e+02
7.86000000e+02, 4.00712724e-01, 2.09000000e+02
7.87000000e+02, 3.95922782e-01, 2.11000000e+02
7.88000000e+02, 3.98264068e-01, 2.10000000e+02
7.89000000e+02, 3.98233110e-01, 2.10000000e+02
7.90000000e+02, 3.95826889e-01, 2.11000000e+02
7.91000000e+02, 3.95793003e-01, 2.11000000e+02
7.92000000e+02, 3.98134460e-01, 2.10000000e+02
7.93000000e+02, 3.98103659e-01, 2.10000000e+02
7.94000000e+02, 3.98072896e-01, 2.10000000e+02
7.95000000e+02, 3.95666870e-01, 2.11000000e+02
7.96000000e+02, 3.95633196e-01, 2.11000000e+02
7.97000000e+02, 3.93235495e-01, 2.12000000e+02
7.98000000e+02, 3.93198940e-01, 2.12000000e+02
7.99000000e+02, 3.90809485e-01, 2.13000000e+02
8.00000000e+02, 3.90770076e-01, 2.13000000e+02
8.01000000e+02, 3.93083662e-01, 2.12000000e+02
8.02000000e+02, 3.90694344e-01, 2.13000000e+02
8.03000000e+02, 3.93008029e-01, 2.12000000e+02
8.04000000e+02, 3.92971747e-01, 2.12000000e+02
8.05000000e+02, 3.90582564e-01, 2.13000000e+02
8.06000000e+02, 3.90543450e-01, 2.13000000e+02
8.07000000e+02, 3.88162459e-01, 2.14000000e+02
8.08000000e+02, 3.92815409e-01, 2.12000000e+02
8.09000000e+02, 3.92779351e-01, 2.12000000e+02
8.10000000e+02, 3.83397272e-01, 2.16000000e+02
8.11000000e+02, 3.85669955e-01, 2.15000000e+02
8.12000000e+02, 3.85625368e-01, 2.15000000e+02
8.13000000e+02, 3.85580835e-01, 2.15000000e+02
8.14000000e+02, 3.85536358e-01, 2.15000000e+02
8.15000000e+02, 3.83171745e-01, 2.16000000e+02
8.16000000e+02, 3.83124529e-01, 2.16000000e+02
8.17000000e+02, 3.83077372e-01, 2.16000000e+02
8.18000000e+02, 3.85350462e-01, 2.15000000e+02
8.19000000e+02, 3.87637263e-01, 2.14000000e+02
8.20000000e+02, 3.87595957e-01, 2.14000000e+02
8.21000000e+02, 3.92249572e-01, 2.12000000e+02
8.22000000e+02, 3.87519215e-01, 2.14000000e+02
8.23000000e+02, 3.87478060e-01, 2.14000000e+02
8.24000000e+02, 3.89778880e-01, 2.13000000e+02
8.25000000e+02, 3.89740667e-01, 2.13000000e+02
8.26000000e+02, 3.87360576e-01, 2.14000000e+02
8.27000000e+02, 3.84988614e-01, 2.15000000e+02
8.28000000e+02, 3.84944889e-01, 2.15000000e+02
8.29000000e+02, 3.87232224e-01, 2.14000000e+02
8.30000000e+02, 3.87191416e-01, 2.14000000e+02
8.31000000e+02, 3.84819652e-01, 2.15000000e+02
8.32000000e+02, 3.80146475e-01, 2.17000000e+02
8.33000000e+02, 3.84727111e-01, 2.15000000e+02
8.34000000e+02, 3.82363511e-01, 2.16000000e+02
8.35000000e+02, 3.82317372e-01, 2.16000000e+02
8.36000000e+02, 3.84591477e-01, 2.15000000e+02
8.37000000e+02, 3.82228033e-01, 2.16000000e+02
8.38000000e+02, 3.84502249e-01, 2.15000000e+02
8.39000000e+02, 3.93849045e-01, 2.11000000e+02
8.40000000e+02, 3.96192439e-01, 2.10000000e+02
8.41000000e+02, 4.00948123e-01, 2.08000000e+02
8.42000000e+02, 4.03334448e-01, 2.07000000e+02
8.43000000e+02, 4.00904377e-01, 2.08000000e+02
8.44000000e+02, 3.98483028e-01, 2.09000000e+02
8.45000000e+02, 3.96070312e-01, 2.10000000e+02
8.46000000e+02, 3.93666141e-01, 2.11000000e+02
8.47000000e+02, 3.93634497e-01, 2.11000000e+02
8.48000000e+02, 3.93602891e-01, 2.11000000e+02
8.49000000e+02, 3.93571322e-01, 2.11000000e+02
8.50000000e+02, 3.88822775e-01, 2.13000000e+02
8.51000000e+02, 3.88785731e-01, 2.13000000e+02
8.52000000e+02, 3.88748730e-01, 2.13000000e+02
8.53000000e+02, 3.86369848e-01, 2.14000000e+02
8.54000000e+02, 3.86330189e-01, 2.14000000e+02
8.55000000e+02, 3.86290576e-01, 2.14000000e+02
8.56000000e+02, 3.86251010e-01, 2.14000000e+02
8.57000000e+02, 3.83880483e-01, 2.15000000e+02
8.58000000e+02, 3.83838289e-01, 2.15000000e+02
8.59000000e+02, 3.83796144e-01, 2.15000000e+02
8.60000000e+02, 3.83754048e-01, 2.15000000e+02
8.61000000e+02, 3.79082339e-01, 2.17000000e+02
8.62000000e+02, 3.83664626e-01, 2.15000000e+02
8.63000000e+02, 3.83622677e-01, 2.15000000e+02
8.64000000e+02, 3.85911783e-01, 2.14000000e+02
8.65000000e+02, 3.83541622e-01, 2.15000000e+02
8.66000000e+02, 3.83499818e-01, 2.15000000e+02
8.67000000e+02, 3.81137873e-01, 2.16000000e+02
8.68000000e+02, 3.81093489e-01, 2.16000000e+02
8.69000000e+02, 3.81049157e-01, 2.16000000e+02
8.70000000e+02, 3.81004875e-01, 2.16000000e+02
8.71000000e+02, 3.80960645e-01, 2.16000000e+02
8.72000000e+02, 3.83236655e-01, 2.15000000e+02
8.73000000e+02, 3.83195187e-01, 2.15000000e+02
8.74000000e+02, 3.78524103e-01, 2.17000000e+02
8.75000000e+02, 3.78477433e-01, 2.17000000e+02
8.76000000e+02, 3.78430816e-01, 2.17000000e+02
8.77000000e+02, 3.78384252e-01, 2.17000000e+02
8.78000000e+02, 3.80647214e-01, 2.16000000e+02
8.79000000e+02, 3.82923576e-01, 2.15000000e+02
8.80000000e+02, 3.82882438e-01, 2.15000000e+02
8.81000000e+02, 3.82841347e-01, 2.15000000e+02
8.82000000e+02, 3.85131309e-01, 2.14000000e+02
8.83000000e+02, 3.82761947e-01, 2.15000000e+02
8.84000000e+02, 3.82720995e-01, 2.15000000e+02
8.85000000e+02, 3.82680090e-01, 2.15000000e+02
8.86000000e+02, 3.82639231e-01, 2.15000000e+02
8.87000000e+02, 3.82598418e-01, 2.15000000e+02
8.88000000e+02, 3.80237461e-01, 2.16000000e+02
8.89000000e+02, 3.80194127e-01, 2.16000000e+02
8.90000000e+02, 3.80150842e-01, 2.16000000e+02
8.91000000e+02, 3.80107605e-01, 2.16000000e+02
8.92000000e+02, 3.77754944e-01, 2.17000000e+02
8.93000000e+02, 3.75410361e-01, 2.18000000e+02
8.94000000e+02, 3.77660964e-01, 2.17000000e+02
8.95000000e+02, 3.75316483e-01, 2.18000000e+02
8.96000000e+02, 3.75268339e-01, 2.18000000e+02
8.97000000e+02, 3.72931915e-01, 2.19000000e+02
8.98000000e+02, 3.68335842e-01, 2.21000000e+02
8.99000000e+02, 3.68280248e-01, 2.21000000e+02
9.00000000e+02, 3.68224717e-01, 2.21000000e+02
9.01000000e+02, 3.77301922e-01, 2.17000000e+02
9.02000000e+02, 3.74957795e-01, 2.18000000e+02
9.03000000e+02, 3.74910025e-01, 2.18000000e+02
9.04000000e+02, 3.74862307e-01, 2.18000000e+02
9.05000000e+02, 3.74814643e-01, 2.18000000e+02
9.06000000e+02, 3.81695548e-01, 2.15000000e+02
9.07000000e+02, 3.83986642e-01, 2.14000000e+02
9.08000000e+02, 3.83949344e-01, 2.14000000e+02
9.09000000e+02, 3.86254012e-01, 2.13000000e+02
9.10000000e+02, 3.90936389e-01, 2.11000000e+02
9.11000000e+02, 3.90906971e-01, 2.11000000e+02
9.12000000e+02, 3.93252886e-01, 2.10000000e+02
9.13000000e+02, 3.93226137e-01, 2.10000000e+02
9.14000000e+02, 3.93199418e-01, 2.10000000e+02
9.15000000e+02, 3.97957453e-01, 2.08000000e+02
9.16000000e+02, 4.00345664e-01, 2.07000000e+02
9.17000000e+02, 4.02748198e-01, 2.06000000e+02
9.18000000e+02, 4.02732081e-01, 2.06000000e+02
9.19000000e+02, 4.00294669e-01, 2.07000000e+02
9.20000000e+02, 4.00275952e-01, 2.07000000e+02
9.21000000e+02, 4.00257256e-01, 2.07000000e+02
9.22000000e+02, 4.00238580e-01, 2.07000000e+02
9.23000000e+02, 4.00219924e-01, 2.07000000e+02
9.24000000e+02, 4.00201288e-01, 2.07000000e+02
9.25000000e+02, 3.97773029e-01, 2.08000000e+02
9.26000000e+02, 3.97751829e-01, 2.08000000e+02
9.27000000e+02, 4.00140295e-01, 2.07000000e+02
9.28000000e+02, 3.97712096e-01, 2.08000000e+02
9.29000000e+02, 3.97690964e-01, 2.08000000e+02
9.30000000e+02, 3.95271769e-01, 2.09000000e+02
9.31000000e+02, 3.95248104e-01, 2.09000000e+02
9.32000000e+02, 3.95224465e-01, 2.09000000e+02
9.33000000e+02, 3.95200850e-01, 2.09000000e+02
9.34000000e+02, 3.95177261e-01, 2.09000000e+02
9.35000000e+02, 3.92767058e-01, 2.10000000e+02
9.36000000e+02, 3.92740967e-01, 2.10000000e+02
9.37000000e+02, 3.90339603e-01, 2.11000000e+02
9.38000000e+02, 3.90311033e-01, 2.11000000e+02
9.39000000e+02, 3.87918422e-01, 2.12000000e+02
9.40000000e+02, 3.90251466e-01, 2.11000000e+02
9.41000000e+02, 3.90222987e-01, 2.11000000e+02
9.42000000e+02, 3.87830467e-01, 2.12000000e+02
9.43000000e+02, 3.92538911e-01, 2.10000000e+02
9.44000000e+02, 3.92513041e-01, 2.10000000e+02
9.45000000e+02, 3.92487199e-01, 2.10000000e+02
9.46000000e+02, 3.92461384e-01, 2.10000000e+02
9.47000000e+02, 3.92435596e-01, 2.10000000e+02
9.48000000e+02, 3.90034535e-01, 2.11000000e+02
9.49000000e+02, 3.90006296e-01, 2.11000000e+02
9.50000000e+02, 3.89978087e-01, 2.11000000e+02
9.51000000e+02, 3.92325209e-01, 2.10000000e+02
9.52000000e+02, 3.92299557e-01, 2.10000000e+02
9.53000000e+02, 3.92273932e-01, 2.10000000e+02
9.54000000e+02, 3.94634973e-01, 2.09000000e+02
9.55000000e+02, 3.94611903e-01, 2.09000000e+02
9.56000000e+02, 3.89826917e-01, 2.11000000e+02
